authorization_id,timestamp,card_id,merchant_id,merchant_name,transaction_type,amount_cents,assessment,flags,prior_card_merchant_count,other_card_merchant_approval_count,prior_approved_purchase_count,prior_purchase_p95_cents,account_month_with_attempt_cents,monthly_limit_cents
TR02298,2026-02-12T03:42:39Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,5,0,85,10300,13560,550000
TR02301,2026-02-12T10:27:23Z,CA0034,ME0032,Tool and Timber,purchase,17600,behavioral_context_only,amount_above_p95,1,0,97,11500,62795,450000
TR02311,2026-02-13T02:39:32Z,CA0041,ME0017,StoryArc Media,purchase,1190,unexplained_by_checked_factors,,7,5,64,8995,41258,850000
TR02359,2026-02-16T20:17:36Z,CA0040,ME0004,Sunrise Provisions,purchase,3235,unexplained_by_checked_factors,,9,8,64,14922,62528,850000
TR02363,2026-02-17T04:18:39Z,CA0026,ME0018,NorthTone Digital,purchase,2200,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,11,0,39,11390,30381,450000
TR02364,2026-02-17T04:20:01Z,CA0026,ME0018,NorthTone Digital,purchase,1869,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; unusual_hour; foreign_merchant,12,0,39,11390,30050,450000
TR02371,2026-02-17T15:00:16Z,CA0003,ME0041,IsarNest Hotel,purchase,9750,unexplained_by_checked_factors,foreign_merchant,15,6,61,47090,42069,850000
TR02372,2026-02-17T15:06:06Z,CA0003,ME0041,IsarNest Hotel,purchase,9750,behavioral_context_only,recent_decline_same_merchant; foreign_merchant,16,6,61,47090,42069,850000
TR02390,2026-02-18T15:30:51Z,CA0014,ME0025,Loom and Pine,purchase,25795,behavioral_context_only,amount_above_p95; burst_10m,2,0,49,13400,75030,850000
TR02400,2026-02-19T15:06:03Z,CA0014,ME0055,Parcel and Pine,purchase,6292,unexplained_by_checked_factors,,4,3,49,13400,55527,850000
TR02412,2026-02-20T04:02:37Z,CA0033,ME0051,WorkCanvas,purchase,1390,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,8,0,42,9000,24075,320000
TR02461,2026-02-23T17:53:45Z,CA0038,ME0024,HarborByte,purchase,14613,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,2,11,36,21216,51125,550000
TR02469,2026-02-24T09:11:45Z,CA0003,ME0044,FlyNorth Europe,purchase,18500,unexplained_by_checked_factors,foreign_merchant,1,0,64,47090,84714,850000
TR02470,2026-02-24T09:12:08Z,CA0003,ME0044,FlyNorth Europe,purchase,18012,behavioral_context_only,burst_10m; recent_decline_same_merchant; foreign_merchant,2,0,64,47090,84226,850000
TR02478,2026-02-24T15:07:00Z,CA0006,ME0009,RoadPine Energy,purchase,4036,unexplained_by_checked_factors,,1,2,57,15800,54619,280000
TR02564,2026-03-03T02:00:24Z,CA0009,ME0018,NorthTone Digital,purchase,1124,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,9,10,25,8019,1442,450000
TR02593,2026-03-05T05:52:51Z,CA0007,ME0051,WorkCanvas,purchase,890,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,9,0,149,7950,22573,400000
TR02616,2026-03-06T15:55:11Z,CA0008,ME0006,RailNest,purchase,1395,behavioral_context_only,first_card_merchant; no_approved_card_merchant,0,2,24,5300,1713,450000
TR02650,2026-03-09T13:19:24Z,CA0023,ME0019,CloudShelf Books,purchase,3350,unexplained_by_checked_factors,,4,3,85,16195,21830,400000
TR02663,2026-03-10T09:29:09Z,CA0040,ME0015,MealWing,purchase,4667,unexplained_by_checked_factors,,11,12,72,16800,66939,850000
TR02668,2026-03-10T15:15:38Z,CA0009,ME0003,Lakeview Grocer,purchase,2650,unexplained_by_checked_factors,,1,1,26,8273,12636,450000
TR02692,2026-03-12T06:06:13Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,6,0,100,10300,28115,550000
TR02707,2026-03-13T07:33:33Z,CA0033,ME0037,Happy Trail Pets,purchase,5764,unexplained_by_checked_factors,,4,6,46,10595,27954,320000
TR02748,2026-03-17T05:27:11Z,CA0026,ME0018,NorthTone Digital,purchase,2200,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,13,0,44,11190,18002,450000
TR02785,2026-03-20T05:11:55Z,CA0033,ME0051,WorkCanvas,purchase,1390,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,9,0,47,10595,25780,320000
TR02790,2026-03-20T16:26:57Z,CA0019,ME0055,Parcel and Pine,purchase,3521,unexplained_by_checked_factors,,8,10,37,30935,34659,450000
TR02799,2026-03-21T03:28:27Z,CA0021,ME0017,StoryArc Media,purchase,2195,unexplained_by_checked_factors,,13,2,59,28937,34290,850000
TR02805,2026-03-21T08:44:37Z,CA0025,ME0001,Alpine Basket,purchase,4090,unexplained_by_checked_factors,,1,2,59,10128,32695,450000
TR02806,2026-03-21T08:48:06Z,CA0025,ME0005,Rhine Pantry,purchase,6089,observable_rule_conflict,international_disabled; first_card_merchant; no_approved_card_merchant; first_customer_merchant; first_card_country; foreign_merchant,0,0,59,10128,34694,450000
TR02808,2026-03-21T08:51:31Z,CA0025,ME0005,Rhine Pantry,purchase,5176,observable_rule_conflict,international_disabled; no_approved_card_merchant; burst_10m; recent_decline_same_merchant; foreign_merchant,1,0,60,7621,37258,450000
TR02850,2026-03-24T02:29:58Z,CA0012,ME0018,NorthTone Digital,purchase,1721,unexplained_by_checked_factors,foreign_merchant,6,0,66,19919,98195,500000
TR02860,2026-03-24T20:59:38Z,CA0041,ME0025,Loom and Pine,purchase,6000,unexplained_by_checked_factors,,1,7,77,8995,92395,850000
TR02880,2026-03-26T14:22:29Z,CA0031,ME0017,StoryArc Media,purchase,1069,unexplained_by_checked_factors,,5,3,54,27195,64594,650000
TR02927,2026-03-28T23:06:26Z,CA0024,ME0006,RailNest,purchase,2900,unexplained_by_checked_factors,,3,2,51,15800,31780,280000
TR02960,2026-04-01T13:03:03Z,CA0024,ME0027,Milano Weave,purchase,14268,unexplained_by_checked_factors,foreign_merchant,6,8,54,15800,14268,280000
TR02973,2026-04-02T15:59:55Z,CA0034,ME0013,Noon Spoon,purchase,3500,unexplained_by_checked_factors,,3,0,125,11500,3500,450000
TR02977,2026-04-03T03:38:30Z,CA0026,ME0018,NorthTone Digital,purchase,1603,observable_rule_conflict,card_inactive; international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,14,0,48,11190,1603,450000
TR02978,2026-04-03T06:51:55Z,CA0009,ME0018,NorthTone Digital,purchase,1124,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,10,12,28,8273,4637,450000
TR02990,2026-04-03T16:30:42Z,CA0032,ME0013,Noon Spoon,purchase,3100,unexplained_by_checked_factors,,2,2,62,14395,8450,400000
TR03013,2026-04-05T05:30:54Z,CA0007,ME0051,WorkCanvas,purchase,890,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,10,0,171,8400,32370,400000
TR03035,2026-04-07T16:24:14Z,CA0031,ME0023,Circuit and Pine,purchase,24031,unexplained_by_checked_factors,,1,0,58,27195,65141,650000
TR03068,2026-04-10T03:32:38Z,CA0014,ME0018,NorthTone Digital,purchase,2695,behavioral_context_only,unusual_hour; foreign_merchant,7,0,68,20295,32316,850000
TR03088,2026-04-11T04:03:57Z,CA0027,ME0018,NorthTone Digital,purchase,1486,unexplained_by_checked_factors,foreign_merchant,8,7,52,16400,74716,850000
TR03098,2026-04-11T19:20:42Z,CA0031,ME0019,CloudShelf Books,purchase,1690,unexplained_by_checked_factors,,1,4,59,27195,66090,650000
TR03104,2026-04-12T05:55:09Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,7,0,123,11375,63336,550000
TR03105,2026-04-12T06:01:42Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; foreign_merchant,8,0,123,11375,63336,550000
TR03106,2026-04-12T06:03:07Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; foreign_merchant,9,0,123,11375,63336,550000
TR03151,2026-04-15T05:13:15Z,CA0026,ME0018,NorthTone Digital,purchase,4400,observable_rule_conflict,card_inactive; international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,15,0,48,11190,47922,450000
TR03156,2026-04-15T13:20:37Z,CA0003,ME0022,PixelHarbor,purchase,21473,unexplained_by_checked_factors,,2,3,78,47090,74196,850000
TR03183,2026-04-17T14:42:18Z,CA0005,ME0027,Milano Weave,purchase,25356,behavioral_context_only,amount_above_p95; foreign_merchant,2,2,70,15790,39796,550000
TR03189,2026-04-17T18:09:37Z,CA0007,ME0015,MealWing,purchase,3395,unexplained_by_checked_factors,,8,0,176,8400,46437,400000
TR03213,2026-04-20T02:45:51Z,CA0033,ME0051,WorkCanvas,purchase,1390,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,10,0,61,10595,64503,320000
TR03304,2026-04-24T22:40:13Z,CA0031,ME0047,SilverFrame,purchase,12190,behavioral_context_only,unusual_hour; foreign_merchant,14,4,63,24495,153183,650000
TR03306,2026-04-24T22:44:09Z,CA0031,ME0047,SilverFrame,purchase,17495,behavioral_context_only,recent_decline_same_merchant; foreign_merchant,15,4,64,24495,167988,650000
TR03312,2026-04-25T11:18:24Z,CA0004,ME0041,IsarNest Hotel,purchase,216626,behavioral_context_only,amount_above_p95; foreign_merchant,11,13,79,42500,326330,950000
TR03359,2026-04-29T18:35:09Z,CA0001,ME0006,RailNest,purchase,3395,behavioral_context_only,first_card_merchant; no_approved_card_merchant,0,3,80,10387,65722,450000
TR03372,2026-04-30T22:51:14Z,CA0019,ME0026,RainThread,purchase,5690,behavioral_context_only,first_card_merchant; no_approved_card_merchant,0,1,49,16300,55516,450000
TR03375,2026-05-01T06:18:11Z,CA0026,ME0017,StoryArc Media,purchase,1843,observable_rule_conflict,card_inactive; first_card_merchant; no_approved_card_merchant; first_customer_merchant; unusual_hour,0,0,48,11190,1843,450000
TR03381,2026-05-01T10:03:04Z,CA0033,ME0018,NorthTone Digital,purchase,953,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,1,0,68,10595,1953,320000
TR03411,2026-05-03T04:37:38Z,CA0009,ME0018,NorthTone Digital,purchase,1124,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,11,13,32,8273,2242,450000
TR03412,2026-05-03T04:39:59Z,CA0009,ME0018,NorthTone Digital,purchase,955,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; unusual_hour; foreign_merchant,12,13,32,8273,2073,450000
TR03432,2026-05-05T02:09:10Z,CA0007,ME0051,WorkCanvas,purchase,890,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,11,0,197,7950,10714,400000
TR03443,2026-05-05T15:57:25Z,CA0009,ME0005,Rhine Pantry,purchase,3400,observable_rule_conflict,international_disabled; first_card_merchant; no_approved_card_merchant; first_customer_merchant; first_card_country; foreign_merchant,0,0,34,8273,10153,450000
TR03444,2026-05-05T16:01:54Z,CA0009,ME0005,Rhine Pantry,purchase,2890,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; foreign_merchant,1,0,34,8273,9643,450000
TR03445,2026-05-05T16:05:03Z,CA0009,ME0005,Rhine Pantry,purchase,2890,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; foreign_merchant,2,0,34,8273,9643,450000
TR03493,2026-05-09T12:59:58Z,CA0025,ME0026,RainThread,purchase,3990,behavioral_context_only,first_card_merchant; no_approved_card_merchant,0,2,88,8100,36812,450000
TR03496,2026-05-09T13:51:45Z,CA0010,ME0018,NorthTone Digital,purchase,739,unexplained_by_checked_factors,foreign_merchant,14,0,55,10500,16289,360000
TR03508,2026-05-10T04:59:46Z,CA0014,ME0018,NorthTone Digital,purchase,2695,unexplained_by_checked_factors,foreign_merchant,8,0,74,20295,21763,850000
TR03529,2026-05-11T14:23:20Z,CA0020,ME0026,RainThread,purchase,12600,behavioral_context_only,first_card_merchant; no_approved_card_merchant; first_customer_merchant,0,0,83,27990,22018,750000
TR03540,2026-05-12T06:55:49Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,10,0,141,10703,59104,550000
TR03579,2026-05-14T10:14:53Z,CA0020,ME0041,IsarNest Hotel,purchase,87938,behavioral_context_only,amount_above_p95; foreign_merchant,1,2,85,27990,114875,750000
TR03631,2026-05-18T11:56:05Z,CA0028,ME0026,RainThread,purchase,9000,behavioral_context_only,first_card_merchant; no_approved_card_merchant,0,4,59,13800,55295,850000
TR03655,2026-05-20T02:03:03Z,CA0033,ME0051,WorkCanvas,purchase,1390,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,11,0,72,10595,20022,320000
TR03656,2026-05-20T02:09:51Z,CA0033,ME0051,WorkCanvas,purchase,1390,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; unusual_hour; foreign_merchant,12,0,72,10595,20022,320000
TR03657,2026-05-20T02:15:43Z,CA0033,ME0051,WorkCanvas,purchase,1182,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; unusual_hour; foreign_merchant,13,0,72,10595,19814,320000
TR03662,2026-05-20T10:59:53Z,CA0003,ME0041,IsarNest Hotel,purchase,33195,unexplained_by_checked_factors,foreign_merchant,21,9,90,47090,157003,850000
TR03722,2026-05-23T20:43:50Z,CA0020,ME0024,HarborByte,purchase,31834,behavioral_context_only,amount_above_p95; foreign_merchant,7,0,93,27990,123050,750000
TR03739,2026-05-25T11:05:41Z,CA0007,ME0006,RailNest,purchase,990,unexplained_by_checked_factors,,4,0,213,7950,83939,400000
TR03804,2026-05-30T04:02:49Z,CA0009,ME0017,StoryArc Media,purchase,1703,observable_rule_conflict,card_inactive; unusual_hour,5,24,36,8273,90829,450000
TR03885,2026-06-05T06:08:01Z,CA0007,ME0051,WorkCanvas,purchase,890,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,12,0,226,7950,20325,400000
TR03896,2026-06-05T16:49:50Z,CA0003,ME0008,LakeLine Mobility,purchase,5590,unexplained_by_checked_factors,,4,1,97,47400,63048,850000
TR03939,2026-06-09T06:06:04Z,CA0009,ME0017,StoryArc Media,purchase,995,observable_rule_conflict,card_inactive; unusual_hour,6,25,36,8273,9891,450000
TR03948,2026-06-09T18:58:39Z,CA0028,ME0017,StoryArc Media,purchase,1465,unexplained_by_checked_factors,,6,7,68,13800,37496,850000
TR03949,2026-06-09T19:09:22Z,CA0012,ME0002,Neighbour Pantry,purchase,10590,unexplained_by_checked_factors,,10,6,91,18990,10590,500000
TR03984,2026-06-12T06:37:21Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,11,0,165,10703,30307,550000
TR04003,2026-06-13T02:27:14Z,CA0009,ME0017,StoryArc Media,purchase,1700,observable_rule_conflict,card_inactive; unusual_hour,7,25,36,8273,10596,450000
TR04008,2026-06-13T08:24:26Z,CA0008,ME0020,BrightPage Learning,purchase,26002,behavioral_context_only,amount_above_p95,5,9,46,8100,34898,450000
TR04073,2026-06-18T16:18:20Z,CA0034,ME0017,StoryArc Media,purchase,1395,unexplained_by_checked_factors,,8,0,172,11500,31475,450000
TR04091,2026-06-20T06:09:38Z,CA0033,ME0051,WorkCanvas,purchase,1390,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,14,0,82,9450,29432,320000
TR04102,2026-06-20T18:31:08Z,CA0019,ME0056,RoomKind,purchase,4695,unexplained_by_checked_factors,,2,7,62,12500,67735,450000
TR04124,2026-06-22T20:09:50Z,CA0035,ME0055,Parcel and Pine,purchase,52497,behavioral_context_only,amount_above_p95,5,12,71,10700,71248,500000
TR04128,2026-06-23T06:56:50Z,CA0013,ME0017,StoryArc Media,purchase,1993,unexplained_by_checked_factors,,11,2,97,14800,37525,550000
TR04150,2026-06-24T15:08:12Z,CA0022,ME0014,Riverside Plate,purchase,3233,observable_rule_conflict,international_disabled; first_card_merchant; no_approved_card_merchant; first_customer_merchant; first_card_country; foreign_merchant,0,0,172,10703,52728,550000
TR04155,2026-06-24T18:27:55Z,CA0022,ME0038,HealthBridge Pharmacy,purchase,3495,unexplained_by_checked_factors,,6,0,173,10703,56485,550000
TR04227,2026-06-29T19:08:11Z,CA0040,ME0019,CloudShelf Books,purchase,2600,unexplained_by_checked_factors,,3,3,103,15895,107511,850000
TR04293,2026-07-05T06:38:32Z,CA0007,ME0051,WorkCanvas,purchase,890,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,13,0,245,8190,3880,400000
TR04294,2026-07-05T06:40:31Z,CA0007,ME0051,WorkCanvas,purchase,756,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; foreign_merchant,14,0,245,8190,3746,400000
TR04376,2026-07-11T14:39:00Z,CA0003,ME0011,Cedar Table,purchase,18050,unexplained_by_checked_factors,,2,2,108,47090,34945,850000
TR04379,2026-07-11T17:02:09Z,CA0018,ME0015,MealWing,purchase,2990,unexplained_by_checked_factors,,9,7,123,8135,26606,450000
TR04390,2026-07-12T02:12:03Z,CA0022,ME0051,WorkCanvas,purchase,1818,observable_rule_conflict,international_disabled; no_approved_card_merchant; foreign_merchant,12,0,186,10300,35531,550000
TR04391,2026-07-12T02:17:14Z,CA0022,ME0051,WorkCanvas,purchase,1546,observable_rule_conflict,international_disabled; no_approved_card_merchant; recent_decline_same_merchant; foreign_merchant,13,0,186,10300,35259,550000
TR04401,2026-07-13T02:49:36Z,CA0005,ME0052,PlainLedger,purchase,900,unexplained_by_checked_factors,,22,0,96,15427,38858,550000
TR04415,2026-07-13T16:37:49Z,CA0031,ME0047,SilverFrame,purchase,61700,behavioral_context_only,amount_above_p95; foreign_merchant,20,7,89,26300,123120,650000
TR04421,2026-07-13T18:43:50Z,CA0034,ME0056,RoomKind,purchase,7399,behavioral_context_only,burst_10m,21,0,184,11500,54818,450000
TR04441,2026-07-15T08:58:25Z,CA0003,ME0044,FlyNorth Europe,purchase,38400,behavioral_context_only,burst_10m; foreign_merchant,5,0,112,47400,184614,850000
TR04443,2026-07-15T12:23:47Z,CA0033,ME0013,Noon Spoon,purchase,1656,unexplained_by_checked_factors,,4,2,89,10595,38752,320000
TR04484,2026-07-17T18:15:39Z,CA0013,ME0055,Parcel and Pine,purchase,3146,unexplained_by_checked_factors,,3,10,113,15421,109001,550000
TR04488,2026-07-17T22:52:24Z,CA0023,ME0015,MealWing,purchase,5600,unexplained_by_checked_factors,,4,2,148,16195,53503,400000
TR04496,2026-07-18T12:51:17Z,CA0004,ME0006,RailNest,purchase,4189,unexplained_by_checked_factors,,2,5,107,38663,120334,950000
TR04513,2026-07-19T19:59:07Z,CA0006,ME0030,AlpenWerk Sport,purchase,25384,behavioral_context_only,amount_above_p95; foreign_merchant,14,10,101,15000,34027,280000
TR04516,2026-07-20T02:31:07Z,CA0033,ME0051,WorkCanvas,purchase,1390,observable_rule_conflict,international_disabled; no_approved_card_merchant; unusual_hour; foreign_merchant,15,0,94,10595,56488,320000
TR04549,2026-07-22T10:44:20Z,CA0031,ME0047,SilverFrame,purchase,208093,observable_rule_conflict,transaction_limit; amount_above_p95; foreign_merchant,23,7,96,26300,364776,650000
TR04595,2026-07-24T17:50:45Z,CA0003,ME0006,RailNest,purchase,11890,unexplained_by_checked_factors,,5,2,116,47400,191738,850000
TR04597,2026-07-24T17:55:52Z,CA0003,ME0008,LakeLine Mobility,purchase,3700,behavioral_context_only,burst_10m,7,1,117,47400,185985,850000
TR04621,2026-07-26T10:48:11Z,CA0022,ME0011,Cedar Table,purchase,5614,unexplained_by_checked_factors,,30,0,195,10300,76339,550000
TR04624,2026-07-26T13:49:23Z,CA0018,ME0016,NightOwl Kitchen,purchase,6150,unexplained_by_checked_factors,,8,0,130,8195,104684,450000
TR04656,2026-07-28T12:39:24Z,CA0038,ME0027,Milano Weave,purchase,16300,observable_rule_conflict,international_disabled; first_card_merchant; no_approved_card_merchant; first_customer_merchant; first_card_country; amount_above_p95; foreign_merchant,0,0,71,14900,61562,550000
TR04686,2026-07-30T18:09:01Z,CA0020,ME0008,LakeLine Mobility,purchase,3590,unexplained_by_checked_factors,,2,1,114,30490,143339,750000
